id,id_OSM,distance,lat_OSM,lon_OSM,coord_OSM,DISTRITO,BARRIO,MODELO,X_ETRS89,Y_ETRS89,LONGITUD,LATITUD,coord
37211,5006925673,5.914102003319238,40.4715775,-3.7061383,"(40.471577500000002, -3.7061383000000001)",TETUÁN,VALDEACEDERAS,MU-16,"440146,608","4480339,458",-3.706068515777588,40.471580505371094,"(40.471581, -3.7060685)"
62906,5006925678,8.931430028548311,40.471499,-3.705048,"(40.471499000000001, -3.7050480000000001)",TETUÁN,VALDEACEDERAS,MU-16,"440240,6074","4480334,457",-3.7049591541290283,40.47154235839844,"(40.471542, -3.7049592)"
23455,5006925686,5.38111317190914,40.4711011,-3.704356,"(40.471101099999998, -3.7043560000000002)",TETUÁN,VALDEACEDERAS,MU-16,"440291,6068","4480290,456",-3.7043535709381104,40.47114944458008,"(40.471149, -3.7043536)"
16042,5006925689,8.902898769687557,40.4708001,-3.7041467,"(40.470800099999998, -3.7041466999999999)",TETUÁN,VALDEACEDERAS,MU-16,"440301,6065","4480246,456",-3.7042315006256104,40.47075271606445,"(40.470753, -3.7042315)"
39679,5006925691,9.740369198179831,40.4707991,-3.7047516,"(40.470799100000001, -3.7047515999999998)",TETUÁN,VALDEACEDERAS,MU-16,"440258,6069","4480261,456",-3.704740047454834,40.47088623046875,"(40.470886, -3.70474)"
318,5006925706,7.2528064948146005,40.4706155,-3.7050533,"(40.470615500000001, -3.7050532999999999)",TETUÁN,VALDEACEDERAS,MU-16,"440224,6069","4480232,457",-3.7051384449005127,40.47062301635742,"(40.470623, -3.7051384)"
25828,5006925707,5.359797751307358,40.4707603,-3.7051123,"(40.470760300000002, -3.7051123000000001)",TETUÁN,VALDEACEDERAS,MU-16,"440223,607","4480243,457",-3.705151081085205,40.47072219848633,"(40.470722, -3.7051511)"
15245,5006925714,5.7714377411803115,40.4708001,-3.7054744,"(40.470800099999998, -3.7054743999999999)",TETUÁN,VALDEACEDERAS,MU-16,"440190,6073","4480253,457",-3.7055413722991943,40.47080993652344,"(40.47081, -3.7055414)"
51873,5006927224,6.13092666199212,40.4708114,-3.7069161,"(40.470811400000002, -3.7069160999999999)",TETUÁN,VALDEACEDERAS,MU-16,"440074,608","4480248,458",-3.7069091796875,40.47075653076172,"(40.470757, -3.7069092)"
60578,5006927224,5.152198779993481,40.4708114,-3.7069161,"(40.470811400000002, -3.7069160999999999)",TETUÁN,VALDEACEDERAS,MU-16,"440071,6081","4480259,458",-3.7069456577301025,40.47085189819336,"(40.470852, -3.7069457)"
30717,5006927225,8.808352126196397,40.4707042,-3.7068786,"(40.4707042, -3.7068786)",TETUÁN,VALDEACEDERAS,MU-16,"440068,608","4480240,458",-3.706979274749756,40.47068405151367,"(40.470684, -3.7069793)"
32362,5006927226,5.526093302458287,40.4706155,-3.7068357,"(40.470615500000001, -3.7068357000000001)",TETUÁN,VALDEACEDERAS,MU-16,"440085,6078","4480230,458",-3.706777811050415,40.4705924987793,"(40.470592, -3.7067778)"
3718,5006927228,5.4911829698045675,40.4706124,-3.7065768,"(40.4706124, -3.7065768000000001)",TETUÁN,VALDEACEDERAS,MU-16,"440097,6078","4480230,458",-3.7066361904144287,40.4705924987793,"(40.470592, -3.7066362)"
8085,5008084755,9.303448312807527,40.4724968,-3.7021297,"(40.472496800000002, -3.7021297)",TETUÁN,ALMENARA,MU-16,"440488,6064","4480444,454",-3.7020442485809326,40.47254943847656,"(40.472549, -3.7020442)"
15205,5008084757,6.278368136728992,40.4718306,-3.7026943,"(40.471830599999997, -3.7026943000000001)",TETUÁN,VALDEACEDERAS,MU-16,"440426,6063","4480364,455",-3.702768087387085,40.471824645996094,"(40.471825, -3.7027681)"
57429,5008123958,6.310592998170757,40.4712664,-3.7067552,"(40.471266399999998, -3.7067551999999999)",TETUÁN,VALDEACEDERAS,MU-16,"440083,6082","4480309,458",-3.7068088054656982,40.47130584716797,"(40.471306, -3.7068088)"
48112,5008217009,8.569736073717994,40.4707114,-3.7110166,"(40.470711399999999, -3.7110166000000002)",TETUÁN,VALDEACEDERAS,MU-16,"439734,4802","4480249,192",-3.710921287536621,40.47073745727539,"(40.470737, -3.7109213)"
62150,5008217018,9.453069608493623,40.4708175,-3.7099598,"(40.470817500000003, -3.7099598)",TETUÁN,VALDEACEDERAS,,"439817,5309","4480248,351",-3.7099416255950928,40.470733642578125,"(40.470734, -3.7099416)"
36479,5008217018,9.453069608493623,40.4708175,-3.7099598,"(40.470817500000003, -3.7099598)",TETUÁN,VALDEACEDERAS,,"439817,5309","4480248,351",-3.7099416255950928,40.470733642578125,"(40.470734, -3.7099416)"
47056,5008217018,9.453069608493623,40.4708175,-3.7099598,"(40.470817500000003, -3.7099598)",TETUÁN,VALDEACEDERAS,,"439817,5309","4480248,351",-3.7099416255950928,40.470733642578125,"(40.470734, -3.7099416)"
8121,5008217018,9.453069608493623,40.4708175,-3.7099598,"(40.470817500000003, -3.7099598)",TETUÁN,VALDEACEDERAS,,"439817,5309","4480248,351",-3.7099416255950928,40.470733642578125,"(40.470734, -3.7099416)"
31585,5008217019,7.866107134432232,40.4709552,-3.7097432,"(40.470955199999999, -3.7097432000000001)",TETUÁN,VALDEACEDERAS,,"439832,7538","4480264,878",-3.709763765335083,40.47088623046875,"(40.470886, -3.7097638)"
33229,5008217019,7.866107134432232,40.4709552,-3.7097432,"(40.470955199999999, -3.7097432000000001)",TETUÁN,VALDEACEDERAS,,"439832,7538","4480264,878",-3.709763765335083,40.47088623046875,"(40.470886, -3.7097638)"
396,5008217019,7.866107134432232,40.4709552,-3.7097432,"(40.470955199999999, -3.7097432000000001)",TETUÁN,VALDEACEDERAS,,"439832,7538","4480264,878",-3.709763765335083,40.47088623046875,"(40.470886, -3.7097638)"
30768,5008217019,7.866107134432232,40.4709552,-3.7097432,"(40.470955199999999, -3.7097432000000001)",TETUÁN,VALDEACEDERAS,,"439832,7538","4480264,878",-3.709763765335083,40.47088623046875,"(40.470886, -3.7097638)"
57713,5123432457,6.402304740606943,40.44742,-3.68093,"(40.447420000000001, -3.68093)",CHAMARTÍN,EL VISO,MU-16,"442251,5901","4477637,514",-3.680992603302002,40.4473876953125,"(40.447388, -3.6809926)"
44896,5123432458,6.858385513574157,40.4475089,-3.6808191,"(40.447508900000003, -3.6808190999999999)",CHAMARTÍN,EL VISO,MU-16,"442270,5901","4477645,514",-3.680769443511963,40.44746017456055,"(40.44746, -3.6807694)"
62380,5123491236,5.461983959172534,40.4477605,-3.6811396,"(40.447760500000001, -3.6811395999999998)",CHAMARTÍN,EL VISO,MU-16,"442238,5904","4477673,514",-3.6811492443084717,40.44771194458008,"(40.447712, -3.6811492)"
23742,5123491237,7.443814735325376,40.447617,-3.6812798,"(40.447617000000001, -3.6812798)",CHAMARTÍN,EL VISO,MU-16,"442223,5904","4477656,514",-3.6813244819641113,40.44755935668945,"(40.447559, -3.6813245)"
4049,5123491237,6.738112638278598,40.447617,-3.6812798,"(40.447617000000001, -3.6812798)",CHAMARTÍN,EL VISO,MU-16,"442223,5904","4477657,514",-3.6813247203826904,40.447566986083984,"(40.447567, -3.6813247)"
60787,5139624355,6.336278290557729,40.4756382,-3.582148,"(40.475638199999999, -3.5821480000000001)",BARAJAS,CASCO HISTÓRICO DE BARAJAS,MU-16,"450653,2067","4480707,215",-3.5821611881256104,40.475582122802734,"(40.475582, -3.5821612)"
51880,5139675915,8.991140615722271,40.4136439,-3.7145025,"(40.413643899999997, -3.7145025)",CENTRO,PALACIO,MU-16,"439373,6471","4473921,206",-3.714573621749878,40.41370391845703,"(40.413704, -3.7145736)"
23444,5139675916,9.61577289674319,40.4135278,-3.7146245,"(40.413527799999997, -3.7146245000000002)",CENTRO,PALACIO,MU-16,"439361,3872","4473907,386",-3.714716911315918,40.413578033447266,"(40.413578, -3.7147169)"
10097,5139675916,6.977157029338252,40.4135278,-3.7146245,"(40.413527799999997, -3.7146245000000002)",CENTRO,PALACIO,MU-17,"439372,7771","4473907,386",-3.714582681655884,40.41358184814453,"(40.413582, -3.7145827)"
42024,5200197434,6.340093610004238,40.3584211,-3.6925113,"(40.358421100000001, -3.6925113000000001)",VILLAVERDE,LOS ROSALES,MU-17,"441197,4796","4467763,469",-3.6925101280212402,40.35836410522461,"(40.358364, -3.6925101)"
22506,5282050781,8.70851943317228,40.348456,-3.7052377,"(40.348455999999999, -3.7052377000000001)",VILLAVERDE,SAN ANDRÉS,MU-17,"440099,4715","4466670,477",-3.7053377628326416,40.34843826293945,"(40.348438, -3.7053378)"
246,5282050782,9.33219692257147,40.3483553,-3.7052505,"(40.348355300000001, -3.7052505)",VILLAVERDE,SAN ANDRÉS,MU-17,"440097,4714","4466660,477",-3.7053604125976562,40.348350524902344,"(40.348351, -3.7053604)"
