DISTRITO,BARRIO,MODELO,X_ETRS89,Y_ETRS89,LONGITUD,LATITUD,id_OSM,lat_OSM,lon_OSM,coord_OSM,name_OSM,score_OSM,coord
CHAMBERÍ,TRAFALGAR,,440553.4733,4475999.077,-3.7008629,40.432508899999995,1596698109,40.4325672,-3.70142,"(40.432567200000001, -3.7014200000000002)",,47.608928728153636,"(40.432508899999995, -3.7008629000000002)"
CHAMBERÍ,TRAFALGAR,,440553.4733,4475999.077,-3.7008629,40.432508899999995,1596698109,40.4325672,-3.70142,"(40.432567200000001, -3.7014200000000002)",,47.608928728153636,"(40.432508899999995, -3.7008629000000002)"
CHAMBERÍ,TRAFALGAR,,440553.4733,4475999.077,-3.7008629,40.432508899999995,1596698109,40.4325672,-3.70142,"(40.432567200000001, -3.7014200000000002)",,47.608928728153636,"(40.432508899999995, -3.7008629000000002)"
CHAMBERÍ,TRAFALGAR,,440553.4733,4475999.077,-3.7008629,40.432508899999995,1596698109,40.4325672,-3.70142,"(40.432567200000001, -3.7014200000000002)",,47.608928728153636,"(40.432508899999995, -3.7008629000000002)"
CHAMBERÍ,TRAFALGAR,,440553.4733,4475999.077,-3.7008629,40.432508899999995,1596698109,40.4325672,-3.70142,"(40.432567200000001, -3.7014200000000002)",,47.608928728153636,"(40.432508899999995, -3.7008629000000002)"
CHAMBERÍ,TRAFALGAR,,440553.4733,4475999.077,-3.7008629,40.432508899999995,1596698109,40.4325672,-3.70142,"(40.432567200000001, -3.7014200000000002)",,47.608928728153636,"(40.432508899999995, -3.7008629000000002)"
CHAMBERÍ,TRAFALGAR,,440553.4733,4475999.077,-3.7008629,40.432508899999995,1596698109,40.4325672,-3.70142,"(40.432567200000001, -3.7014200000000002)",,47.608928728153636,"(40.432508899999995, -3.7008629000000002)"
CHAMBERÍ,TRAFALGAR,,440553.4733,4475999.077,-3.7008629,40.432508899999995,1596698109,40.4325672,-3.70142,"(40.432567200000001, -3.7014200000000002)",,47.608928728153636,"(40.432508899999995, -3.7008629000000002)"
CHAMBERÍ,TRAFALGAR,,440553.4733,4475999.077,-3.7008629,40.432508899999995,1596698109,40.4325672,-3.70142,"(40.432567200000001, -3.7014200000000002)",,47.608928728153636,"(40.432508899999995, -3.7008629000000002)"
CHAMBERÍ,TRAFALGAR,,440553.4733,4475999.077,-3.7008629,40.432508899999995,1596698109,40.4325672,-3.70142,"(40.432567200000001, -3.7014200000000002)",,47.608928728153636,"(40.432508899999995, -3.7008629000000002)"
CHAMBERÍ,TRAFALGAR,,440553.4733,4475999.077,-3.7008629,40.432508899999995,1596698109,40.4325672,-3.70142,"(40.432567200000001, -3.7014200000000002)",,47.608928728153636,"(40.432508899999995, -3.7008629000000002)"
CHAMBERÍ,TRAFALGAR,,440553.4733,4475999.077,-3.7008629,40.432508899999995,1596698109,40.4325672,-3.70142,"(40.432567200000001, -3.7014200000000002)",,47.608928728153636,"(40.432508899999995, -3.7008629000000002)"
CHAMBERÍ,TRAFALGAR,,440553.4733,4475999.077,-3.7008629,40.432508899999995,1596698109,40.4325672,-3.70142,"(40.432567200000001, -3.7014200000000002)",,47.608928728153636,"(40.432508899999995, -3.7008629000000002)"
CHAMBERÍ,TRAFALGAR,,440553.4733,4475999.077,-3.7008629,40.432508899999995,1596698109,40.4325672,-3.70142,"(40.432567200000001, -3.7014200000000002)",,47.608928728153636,"(40.432508899999995, -3.7008629000000002)"
CHAMBERÍ,TRAFALGAR,,440553.4733,4475999.077,-3.7008629,40.432508899999995,1596698109,40.4325672,-3.70142,"(40.432567200000001, -3.7014200000000002)",,47.608928728153636,"(40.432508899999995, -3.7008629000000002)"
CHAMBERÍ,TRAFALGAR,MU-17,440513.5859,4475999.44,-3.7013331,40.4325092,1596698109,40.4325672,-3.70142,"(40.432567200000001, -3.7014200000000002)",,9.784909057474975,"(40.432509199999998, -3.7013330999999998)"
CHAMBERÍ,TRAFALGAR,MU-17,440537.6557,4476000.12,-3.7010494,40.432517100000005,1596698109,40.4325672,-3.70142,"(40.432567200000001, -3.7014200000000002)",,31.866772276204728,"(40.432517100000005, -3.7010494)"
CHAMBERÍ,TRAFALGAR,MU-17,440533.9258,4476000.31,-3.7010934,40.4325185,1596698109,40.4325672,-3.70142,"(40.432567200000001, -3.7014200000000002)",,28.176209197503194,"(40.4325185, -3.7010934)"
CHAMBERÍ,TRAFALGAR,MU-17,440509.3159,4476000.58,-3.7013835,40.4325192,1596698109,40.4325672,-3.70142,"(40.432567200000001, -3.7014200000000002)",,6.1686755264027076,"(40.432519200000002, -3.7013834999999999)"
CHAMBERÍ,TRAFALGAR,MU-17,440552.1056,4476000.309,-3.7008791,40.432519799999994,1596698109,40.4325672,-3.70142,"(40.432567200000001, -3.7014200000000002)",,46.096211969367936,"(40.432519799999994, -3.7008790999999999)"
CHAMBERÍ,TRAFALGAR,MU-17,440550.1957,4476002.799,-3.7009017999999996,40.432542100000006,1596698109,40.4325672,-3.70142,"(40.432567200000001, -3.7014200000000002)",,43.96062788414258,"(40.432542100000006, -3.7009017999999996)"
CHAMBERÍ,TRAFALGAR,MU-17,440555.5456,4476002.989,-3.7008388,40.4325442,1596698109,40.4325672,-3.70142,"(40.432567200000001, -3.7014200000000002)",,49.272056577816315,"(40.432544200000002, -3.7008388000000001)"
CHAMBERÍ,TRAFALGAR,MU-17,440530.6658,4476003.37,-3.7011321,40.432545899999994,1596698109,40.4325672,-3.70142,"(40.432567200000001, -3.7014200000000002)",,24.48907838951331,"(40.432545899999994, -3.7011321000000001)"
CHAMBERÍ,TRAFALGAR,MU-17,440562.4356,4476005.089,-3.7007577000000005,40.4325636,1596698111,40.4326506,-3.7012341,"(40.432650600000002, -3.7012341000000002)",,41.47755799833448,"(40.432563600000002, -3.7007577000000005)"
CHAMBERÍ,TRAFALGAR,MU-17,440553.4456,4476005.569,-3.7008638,40.432567299999995,1596698109,40.4325672,-3.70142,"(40.432567200000001, -3.7014200000000002)",,47.089042051709306,"(40.432567299999995, -3.7008638)"
CHAMBERÍ,TRAFALGAR,MU-17,440522.5859,4476007.44,-3.7012277,40.432582000000004,1596698109,40.4325672,-3.70142,"(40.432567200000001, -3.7014200000000002)",,16.3635241066897,"(40.432582000000004, -3.7012277)"
