id_OSM,LATITUD,LONGITUD,coord
node/4119735472,40.4490959,-3.7280399,"(40.449095900000003, -3.7280399000000002)"
node/4125449894,40.423474,-3.7123089,"(40.423473999999999, -3.7123089)"
node/4125873866,40.4539436,-3.6273662,"(40.453943600000002, -3.6273662)"
node/4125873867,40.4539543,-3.6279495,"(40.453954299999999, -3.6279495000000002)"
node/4125873874,40.4539977,-3.6279066,"(40.453997700000002, -3.6279066000000002)"
node/4125873879,40.4540252,-3.6277095,"(40.454025199999997, -3.6277094999999999)"
node/4125873883,40.4540579,-3.6269793,"(40.454057900000002, -3.6269792999999999)"
node/4125873891,40.4540712,-3.6270959,"(40.454071200000001, -3.6270959)"
node/4125873905,40.4541176,-3.6269685,"(40.454117599999996, -3.6269684999999998)"
node/4125873906,40.4541196,-3.6268559,"(40.454119599999999, -3.6268558999999998)"
node/4125873927,40.4541931,-3.6268512,"(40.454193099999998, -3.6268511999999999)"
node/4125873928,40.4541957,-3.6267653,"(40.4541957, -3.6267653000000002)"
node/4125873944,40.454263,-3.6262705,"(40.454262999999997, -3.6262705)"
node/4125873954,40.4542844,-3.6267633,"(40.454284399999999, -3.6267632999999999)"
node/4125873959,40.4542946,-3.6266876,"(40.454294599999997, -3.6266875999999999)"
node/4125873967,40.4543094,-3.6261411,"(40.4543094, -3.6261410999999999)"
node/4125873968,40.454311,-3.6272723,"(40.454310999999997, -3.6272723)"
node/4125873971,40.454313,-3.6273219,"(40.454312999999999, -3.6273219000000001)"
node/4125873972,40.4543171,-3.6273756,"(40.454317099999997, -3.6273756000000001)"
node/4125873974,40.4543202,-3.6272119,"(40.454320199999998, -3.6272118999999998)"
node/4125873982,40.4543314,-3.6271637,"(40.454331400000001, -3.6271637000000001)"
node/4125873985,40.4543365,-3.6274319,"(40.454336499999997, -3.6274318999999999)"
node/4125874090,40.4543518,-3.62711,"(40.454351799999998, -3.6271100000000001)"
node/4125874092,40.4543538,-3.627515,"(40.4543538, -3.6275149999999998)"
node/4125874109,40.454387,-3.6278369,"(40.454386999999997, -3.6278369000000001)"
node/4125874113,40.4543936,-3.626703,"(40.454393600000003, -3.626703)"
node/4125874117,40.4544069,-3.6263047,"(40.454406900000002, -3.6263046999999999)"
node/4125874120,40.4544202,-3.6258393,"(40.454420200000001, -3.6258393)"
node/4125874122,40.4544242,-3.6270269,"(40.454424199999998, -3.6270269000000002)"
node/4125874133,40.4544651,-3.6281132,"(40.4544651, -3.6281132)"
node/4125874145,40.4544967,-3.6283572,"(40.4544967, -3.6283571999999999)"
node/4125874164,40.4545498,-3.6265843,"(40.454549800000002, -3.6265843000000002)"
node/4125874165,40.4545508,-3.626473,"(40.4545508, -3.6264729999999998)"
node/4125874167,40.4545569,-3.6270832,"(40.4545569, -3.6270832)"
node/4125874171,40.454564,-3.6277618,"(40.454563999999998, -3.6277618)"
node/4125874177,40.4545753,-3.6274077,"(40.454575300000002, -3.6274077)"
node/4125874179,40.4545773,-3.6284779,"(40.454577299999997, -3.6284779)"
node/4125874181,40.4545794,-3.6271596,"(40.4545794, -3.6271596000000002)"
node/4125874182,40.4545845,-3.6263992,"(40.454584500000003, -3.6263991999999998)"
node/4125874290,40.4546181,-3.6272227,"(40.454618099999998, -3.6272226999999999)"
node/4125874291,40.4546202,-3.6273219,"(40.454620200000001, -3.6273219000000001)"
node/4125874292,40.4546212,-3.6263134,"(40.454621199999998, -3.6263133999999999)"
node/4125874305,40.4546528,-3.6281225,"(40.454652799999998, -3.6281224999999999)"
node/4125874308,40.454661,-3.6262209,"(40.454661000000002, -3.6262208999999999)"
node/4125874316,40.4546753,-3.6268726,"(40.454675299999998, -3.6268726)"
node/4125874317,40.4546783,-3.6258735,"(40.454678299999998, -3.6258735)"
node/4125874323,40.4546957,-3.6263268,"(40.454695700000002, -3.6263268000000002)"
node/4125874325,40.4546998,-3.628258,"(40.4546998, -3.6282580000000002)"
node/4125874326,40.4547013,-3.6254423,"(40.454701300000004, -3.6254423)"
node/4125874347,40.454761,-3.6249066,"(40.454760999999998, -3.6249066000000001)"
node/4125874348,40.4547615,-3.6288756,"(40.454761499999996, -3.6288756000000002)"
node/4125874349,40.4547641,-3.6276223,"(40.454764099999998, -3.6276223000000001)"
node/4125874368,40.4547916,-3.6289145,"(40.4547916, -3.6289145)"
node/4125874370,40.4547998,-3.6276867,"(40.454799800000004, -3.6276866999999999)"
node/4125874380,40.4548335,-3.625034,"(40.454833499999999, -3.6250339999999999)"
node/4125874495,40.45486,-3.6276599,"(40.454859999999996, -3.6276598999999998)"
node/4125874501,40.4548702,-3.6264971,"(40.454870200000002, -3.6264970999999999)"
node/4125874511,40.4548926,-3.628669,"(40.454892600000001, -3.6286689999999999)"
node/4125874536,40.4549202,-3.628203,"(40.454920199999997, -3.6282030000000001)"
node/4125874538,40.4549222,-3.6272186,"(40.454922199999999, -3.6272186)"
node/4125874539,40.4549238,-3.6286965,"(40.454923800000003, -3.6286965000000002)"
node/4125874541,40.4549253,-3.6263872,"(40.454925299999999, -3.6263871999999999)"
node/4125874551,40.4549432,-3.6245934,"(40.454943200000002, -3.6245934000000002)"
node/4125874559,40.454959,-3.6280112,"(40.454959000000002, -3.6280112)"
node/4125874562,40.454962,-3.6275928,"(40.454962000000002, -3.6275928)"
node/4125874567,40.4549702,-3.6262852,"(40.454970199999998, -3.6262851999999999)"
node/4125874570,40.4549784,-3.6275579,"(40.454978400000002, -3.6275578999999998)"
node/4125874572,40.4549804,-3.6279026,"(40.454980399999997, -3.6279026000000001)"
node/4125874582,40.4549967,-3.6242602,"(40.454996700000002, -3.6242602000000002)"
node/4125874587,40.455008,-3.6261766,"(40.455007999999999, -3.6261766)"
node/4125874690,40.455009,-3.6274748,"(40.455008999999997, -3.6274747999999999)"
node/4125874695,40.4550182,-3.6278087,"(40.455018199999998, -3.6278087000000001)"
node/4125874711,40.4550467,-3.6260519,"(40.455046699999997, -3.6260519000000002)"
node/4125874722,40.4550687,-3.6240617,"(40.455068699999998, -3.6240616999999999)"
node/4125874730,40.4550855,-3.6263509,"(40.455085500000003, -3.6263508999999998)"
node/4125874733,40.4550896,-3.6265052,"(40.455089600000001, -3.6265052)"
node/4125874739,40.4550967,-3.6276773,"(40.455096699999999, -3.6276773000000002)"
node/4125874744,40.4551029,-3.6266031,"(40.4551029, -3.6266031000000001)"
node/4125874750,40.4551131,-3.6263121,"(40.455113099999998, -3.6263120999999998)"
node/4125874756,40.4551284,-3.6270202,"(40.4551284, -3.6270202)"
node/4125874759,40.4551345,-3.626536,"(40.4551345, -3.6265360000000002)"
node/4125874767,40.4551416,-3.6275378,"(40.455141599999997, -3.6275377999999998)"
node/4125874993,40.4552018,-3.624344,"(40.455201799999998, -3.6243439999999998)"
node/4125874998,40.4552161,-3.62654,"(40.455216100000001, -3.6265399999999999)"
node/4125875002,40.4552212,-3.624108,"(40.455221199999997, -3.6241080000000001)"
node/4125875004,40.4552263,-3.6236265,"(40.4552263, -3.6236264999999999)"
node/4125875007,40.4552274,-3.6264301,"(40.455227399999998, -3.6264300999999999)"
node/4125875011,40.4552396,-3.6242327,"(40.455239599999999, -3.6242326999999999)"
node/4125875014,40.4552406,-3.623892,"(40.455240600000003, -3.6238920000000001)"
node/4125875029,40.45526,-3.6240047,"(40.455260000000003, -3.6240047)"
node/4125875036,40.4552692,-3.6266889,"(40.455269199999996, -3.6266889)"
node/4125875039,40.4552799,-3.6237841,"(40.455279900000001, -3.6237841)"
node/4125875042,40.4552901,-3.6263965,"(40.455290099999999, -3.6263964999999998)"
node/4125875081,40.4553692,-3.6265199,"(40.4553692, -3.6265198999999999)"
node/4125875083,40.4553702,-3.6266064,"(40.455370199999997, -3.6266064)"
node/4125875084,40.4553702,-3.6266842,"(40.455370199999997, -3.6266842000000001)"
node/4125875086,40.4553717,-3.626935,"(40.455371700000001, -3.626935)"
node/4125875490,40.4553753,-3.626764,"(40.4553753, -3.6267640000000001)"
node/4125875496,40.4553855,-3.6268472,"(40.455385499999998, -3.6268471999999998)"
node/4125875524,40.4554937,-3.6239624,"(40.455493699999998, -3.6239623999999999)"
node/4125875526,40.4555008,-3.6240724,"(40.455500800000003, -3.6240724000000002)"
node/4125875567,40.4557794,-3.6245807,"(40.455779399999997, -3.6245807000000001)"
node/4125875568,40.4557942,-3.6245512,"(40.4557942, -3.6245512)"
node/4125875570,40.4558233,-3.6251533,"(40.455823299999999, -3.6251533)"
node/4125875571,40.4558248,-3.6244037,"(40.455824800000002, -3.6244036999999998)"
node/4125875572,40.4558493,-3.6245291,"(40.455849299999997, -3.6245291000000002)"
node/4125875573,40.4558544,-3.6246296,"(40.4558544, -3.6246296)"
node/4125875575,40.4558677,-3.6243064,"(40.455867699999999, -3.6243064)"
node/4125875576,40.4558692,-3.6246042,"(40.455869200000002, -3.6246041999999998)"
node/4125875578,40.4559029,-3.624466,"(40.455902899999998, -3.624466)"
node/4125875579,40.4559065,-3.6248938,"(40.455906499999998, -3.6248938000000002)"
node/4125875580,40.4559095,-3.6242012,"(40.455909499999997, -3.6242011999999999)"
node/4125875581,40.4559304,-3.6245881,"(40.4559304, -3.6245881)"
node/4125875582,40.4559312,-3.6248395,"(40.455931200000002, -3.6248395000000002)"
node/4125875583,40.4559366,-3.6246907,"(40.455936600000001, -3.6246906999999999)"
node/4125875584,40.4559452,-3.6243594,"(40.455945200000002, -3.6243593999999999)"
node/4125875585,40.4559539,-3.6246652,"(40.455953899999997, -3.6246651999999999)"
node/4125875586,40.455956,-3.6247852,"(40.455956, -3.6247851999999998)"
node/4125875587,40.4559646,-3.6244419,"(40.455964600000001, -3.6244418999999999)"
node/4125875589,40.4559896,-3.6242595,"(40.455989600000002, -3.6242595)"
node/4125875590,40.4560049,-3.6243373,"(40.456004900000003, -3.6243373000000001)"
node/4125875591,40.4560427,-3.6245988,"(40.456042699999998, -3.6245987999999998)"
node/4125875592,40.4560748,-3.6241824,"(40.456074800000003, -3.6241824)"
node/4125875593,40.4560871,-3.6244949,"(40.456087099999998, -3.6244949000000002)"
node/4125875594,40.4561289,-3.6243856,"(40.456128900000003, -3.6243856000000001)"
node/4127645061,40.4085497,-3.660823,"(40.408549700000002, -3.6608230000000002)"
node/4131264344,40.4440198,-3.7261816,"(40.4440198, -3.7261815999999999)"
node/4131264345,40.4441038,-3.726774,"(40.444103800000001, -3.7267739999999998)"
node/4131264350,40.4442399,-3.7264223,"(40.444239899999999, -3.7264222999999999)"
node/4139559800,40.444097,-3.7268546,"(40.444096999999999, -3.7268545999999998)"
node/4256810081,40.4733558,-3.7139018,"(40.4733558, -3.7139017999999999)"
node/4256810082,40.4733596,-3.7139258,"(40.473359600000002, -3.7139258000000002)"
node/4256810083,40.4733616,-3.7139881,"(40.473361599999997, -3.7139880999999999)"
node/4256810084,40.4733747,-3.7139296,"(40.473374700000001, -3.7139296000000002)"
node/4256810191,40.4735406,-3.7148672,"(40.4735406, -3.7148672)"
node/4256810203,40.473637,-3.7141658,"(40.473636999999997, -3.7141658)"
node/4256810208,40.4736847,-3.7141809,"(40.4736847, -3.7141809000000001)"
node/4257891377,40.3997801,-3.7040698,"(40.399780100000001, -3.7040698000000001)"
node/4257891383,40.4010733,-3.7050591,"(40.4010733, -3.7050591000000002)"
node/4265345027,40.4128581,-3.7264385,"(40.412858100000001, -3.7264385)"
node/4275722582,40.4632344,-3.7085632,"(40.463234399999997, -3.7085631999999999)"
node/4301188694,40.4744231,-3.6940848,"(40.474423100000003, -3.6940848000000002)"
node/4309798482,40.4877469,-3.6904397,"(40.487746899999998, -3.6904397000000002)"
node/4309798486,40.4879713,-3.6910003,"(40.487971299999998, -3.6910002999999998)"
node/4309798487,40.488011,-3.6910352,"(40.488011, -3.6910352)"
node/4320366705,40.5064115,-3.6951003,"(40.506411499999999, -3.6951003)"
node/4320366713,40.506456,-3.6951739,"(40.506456, -3.6951738999999999)"
node/4320366718,40.5065005,-3.6950259,"(40.506500500000001, -3.6950259000000001)"
node/4320366725,40.5065373,-3.6951068,"(40.506537299999998, -3.6951068)"
node/4331376395,40.4197292,-3.7137909,"(40.419729199999999, -3.7137908999999998)"
node/4331376398,40.4197312,-3.713824,"(40.419731200000001, -3.7138239999999998)"
node/4331376424,40.4197676,-3.7143524,"(40.4197676, -3.7143524000000001)"
node/4331376431,40.4197725,-3.71439,"(40.419772500000001, -3.7143899999999999)"
node/4331376531,40.4198695,-3.7137733,"(40.419869499999997, -3.7137733000000002)"
node/4331376533,40.4198712,-3.7138082,"(40.419871200000003, -3.7138081999999999)"
node/4331376563,40.419907,-3.7143389,"(40.419907000000002, -3.7143389)"
node/4331376565,40.4199096,-3.7143739,"(40.419909599999997, -3.7143739)"
node/4331376595,40.4200462,-3.7137545,"(40.420046200000002, -3.7137544999999998)"
node/4331376596,40.4200485,-3.7137913,"(40.4200485, -3.7137913)"
node/4331376621,40.42008,-3.7143208,"(40.420079999999999, -3.7143207999999999)"
node/4331376625,40.4200834,-3.7143554,"(40.420083400000003, -3.7143554000000001)"
node/4331376730,40.4201807,-3.7137364,"(40.420180700000003, -3.7137364000000002)"
node/4331376737,40.4201865,-3.7137748,"(40.4201865, -3.7137747999999999)"
node/4331376761,40.4202197,-3.7143054,"(40.420219699999997, -3.7143054000000002)"
node/4331376762,40.420222,-3.7143404,"(40.420222000000003, -3.7143404000000002)"
node/4331376777,40.4203015,-3.7139446,"(40.420301500000001, -3.7139446)"
node/4331376778,40.4203077,-3.7141123,"(40.420307700000002, -3.7141123)"
node/4437824334,40.4104355,-3.7152998,"(40.410435499999998, -3.7152997999999999)"
node/4437878844,40.4145136,-3.714684,"(40.414513599999999, -3.7146840000000001)"
node/4437878883,40.4146496,-3.7147899,"(40.414649599999997, -3.7147899)"
node/4437878884,40.414654,-3.7144664,"(40.414653999999999, -3.7144664000000001)"
node/4437879806,40.4147252,-3.7147342,"(40.414725199999999, -3.7147342000000001)"
node/4456002791,40.4362194,-3.7192667,"(40.436219399999999, -3.7192666999999999)"
node/4456027389,40.4470453,-3.7280087,"(40.447045299999999, -3.7280087000000002)"
node/4456027491,40.4379324,-3.7231332,"(40.437932400000001, -3.7231331999999999)"
node/4456027692,40.4382513,-3.7236702,"(40.438251299999997, -3.7236701999999999)"
node/4456027693,40.4376894,-3.7226736,"(40.437689399999996, -3.7226735999999998)"
node/4456027989,40.4448886,-3.7271991,"(40.444888599999999, -3.7271991)"
node/4456028089,40.4447117,-3.7271859,"(40.444711699999999, -3.7271858999999998)"
node/4536045393,40.4387992,-3.7185087,"(40.438799199999998, -3.7185087000000001)"
node/4549603291,40.4355318,-3.71909,"(40.4355318, -3.71909)"
node/4549603292,40.4353843,-3.719025,"(40.435384300000003, -3.7190249999999998)"
node/4549603293,40.4353006,-3.7191001,"(40.435300599999998, -3.7191000999999999)"
node/4549603294,40.435465,-3.7191953,"(40.435465000000001, -3.7191953)"
node/4549603295,40.4353946,-3.719261,"(40.435394600000002, -3.7192609999999999)"
node/4549603296,40.435294,-3.7193066,"(40.435293999999999, -3.7193065999999999)"
node/4608166168,40.4717819,-3.7131659,"(40.471781900000003, -3.7131658999999999)"
node/4608256829,40.4696871,-3.7062983,"(40.469687100000002, -3.7062982999999998)"
node/4608256830,40.469645,-3.7063131,"(40.469645, -3.7063131)"
node/4608256831,40.4696618,-3.7064263,"(40.469661799999997, -3.7064263)"
node/4616599654,40.4659627,-3.7083373,"(40.465962699999999, -3.7083373000000002)"
node/4616599655,40.4660367,-3.708148,"(40.466036699999997, -3.708148)"
node/4616599657,40.4666869,-3.7085387,"(40.466686899999999, -3.7085387000000001)"
node/4616599659,40.4672338,-3.708481,"(40.467233800000002, -3.7084809999999999)"
node/4616599660,40.4677523,-3.7082628,"(40.467752300000001, -3.7082628)"
node/4619376487,40.4665696,-3.708289,"(40.4665696, -3.7082890000000002)"
node/4619377191,40.4671472,-3.7082166,"(40.467147199999999, -3.7082166000000001)"
node/4619377195,40.4676591,-3.708012,"(40.467659099999999, -3.7080120000000001)"
node/4635277898,40.4685107,-3.7218662,"(40.468510700000003, -3.7218662)"
node/4635304575,40.4620539,-3.7010862,"(40.462053900000001, -3.7010862000000002)"
node/4635304576,40.4620103,-3.7012514,"(40.462010300000003, -3.7012513999999999)"
node/4635304577,40.4621007,-3.7011696,"(40.462100700000001, -3.7011696000000001)"
node/4635304581,40.4624989,-3.7019025,"(40.4624989, -3.7019025000000001)"
node/4635305096,40.4638663,-3.7050516,"(40.463866299999999, -3.7050516)"
node/4635305105,40.4642454,-3.705906,"(40.464245400000003, -3.7059060000000001)"
node/4635305106,40.4642783,-3.7055476,"(40.464278299999997, -3.7055476000000001)"
node/4635305107,40.4648418,-3.7065192,"(40.464841800000002, -3.7065191999999998)"
node/4891497952,40.4436173,-3.7266868,"(40.4436173, -3.7266868)"
node/4891497953,40.4434794,-3.726661,"(40.443479400000001, -3.726661)"
node/4891506540,40.4432917,-3.7264134,"(40.443291700000003, -3.7264134000000002)"
node/4891506541,40.4433793,-3.7260524,"(40.443379299999997, -3.7260523999999999)"
node/4891506542,40.4436016,-3.7261021,"(40.443601600000001, -3.7261020999999999)"
node/4891506544,40.4433582,-3.7257136,"(40.443358199999999, -3.7257136000000002)"
node/4891512023,40.4433877,-3.7259246,"(40.443387700000002, -3.7259245999999999)"
node/4891512925,40.443351,-3.7266431,"(40.443351, -3.7266431)"
node/4900635441,40.3997476,-3.774108,"(40.399747599999998, -3.774108)"
node/4900635445,40.3997761,-3.7740366,"(40.399776099999997, -3.7740366000000001)"
node/4985231594,40.4905488,-3.6108716,"(40.490548799999999, -3.6108715999999998)"
node/4985673597,40.4891954,-3.6119753,"(40.4891954, -3.6119753000000001)"
node/4985673603,40.4772319,-3.6186788,"(40.4772319, -3.6186788000000001)"
node/5006925644,40.4707175,-3.7028284,"(40.470717499999999, -3.7028284)"
node/5006925653,40.4712572,-3.7075464,"(40.471257199999997, -3.7075464)"
node/5006925673,40.4715775,-3.7061383,"(40.471577500000002, -3.7061383000000001)"
node/5006925677,40.4714582,-3.7051606,"(40.471458200000001, -3.7051606000000001)"
node/5006925685,40.4714694,-3.7047382,"(40.471469399999997, -3.7047382)"
node/5006925686,40.4711011,-3.704356,"(40.471101099999998, -3.7043560000000002)"
node/5006925687,40.4712245,-3.7043747,"(40.471224499999998, -3.7043746999999998)"
node/5006925688,40.4713908,-3.7044995,"(40.471390800000002, -3.7044994999999998)"
node/5006925689,40.4708001,-3.7041467,"(40.470800099999998, -3.7041466999999999)"
node/5006925692,40.4710042,-3.7047248,"(40.471004200000003, -3.7047248000000002)"
node/5006925693,40.4710327,-3.7044914,"(40.471032700000002, -3.7044914000000002)"
node/5006925700,40.4712439,-3.7050024,"(40.471243899999997, -3.7050024000000001)"
node/5006925701,40.4711531,-3.7049849,"(40.471153100000002, -3.7049848999999999)"
node/5006925702,40.4710613,-3.7049688,"(40.471061300000002, -3.7049688000000001)"
node/5006925703,40.4709583,-3.7049541,"(40.470958299999999, -3.7049541000000001)"
node/5006925706,40.4706155,-3.7050533,"(40.470615500000001, -3.7050532999999999)"
node/5006925708,40.4707328,-3.7049608,"(40.4707328, -3.7049607999999998)"
node/5006925711,40.4705747,-3.7053323,"(40.4705747, -3.7053322999999998)"
node/5006925714,40.4708001,-3.7054744,"(40.470800099999998, -3.7054743999999999)"
node/5006925715,40.4708746,-3.7056944,"(40.470874600000002, -3.7056944000000001)"
node/5006925716,40.4710113,-3.7057185,"(40.471011300000001, -3.7057185000000001)"
node/5006925717,40.4711501,-3.705744,"(40.471150100000003, -3.7057440000000001)"
node/5006927221,40.4712674,-3.7058727,"(40.471267400000002, -3.7058727)"
node/5006927226,40.4706155,-3.7068357,"(40.470615500000001, -3.7068357000000001)"
node/5006927227,40.4705798,-3.7067029,"(40.470579800000003, -3.7067028999999998)"
node/5006927228,40.4706124,-3.7065768,"(40.4706124, -3.7065768000000001)"
node/5006927236,40.4708338,-3.70598,"(40.470833800000001, -3.7059799999999998)"
node/5008084758,40.4718867,-3.7024838,"(40.471886699999999, -3.7024838)"
node/5008123958,40.4712664,-3.7067552,"(40.471266399999998, -3.7067551999999999)"
node/5008217009,40.4707114,-3.7110166,"(40.470711399999999, -3.7110166000000002)"
node/5008217011,40.4708797,-3.710403,"(40.470879699999998, -3.7104029999999999)"
node/5008217126,40.4706803,-3.7094696,"(40.470680299999998, -3.7094695999999998)"
node/5123432457,40.44742,-3.68093,"(40.447420000000001, -3.68093)"
node/5123491237,40.447617,-3.6812798,"(40.447617000000001, -3.6812798)"
node/5123491238,40.4476594,-3.6810385,"(40.447659399999999, -3.6810385000000001)"
node/5123491239,40.4475959,-3.6811986,"(40.447595900000003, -3.6811986000000001)"
node/5123491240,40.4477198,-3.6812389,"(40.447719800000002, -3.6812388999999999)"
node/5123491241,40.447726,-3.6809919,"(40.447726000000003, -3.6809919)"
node/5125370146,40.4476977,-3.6810818,"(40.447697699999999, -3.6810817999999998)"
node/5139675916,40.4135278,-3.7146245,"(40.413527799999997, -3.7146245000000002)"
node/5196696738,40.465317,-3.6945729,"(40.465316999999999, -3.6945728999999998)"
node/5196696739,40.4653062,-3.6946107,"(40.465306200000001, -3.6946107000000001)"
node/5196696740,40.4653013,-3.6945616,"(40.4653013, -3.6945616000000001)"
node/5196696741,40.4652923,-3.6945983,"(40.465292300000002, -3.6945983)"
node/5200197435,40.3585248,-3.6924671,"(40.358524799999998, -3.6924671)"
node/5204276440,40.3585825,-3.6803944,"(40.358582499999997, -3.6803944)"
node/5204276441,40.3574788,-3.6805393,"(40.357478800000003, -3.6805393)"
node/5204276442,40.3577077,-3.6804561,"(40.357707699999999, -3.6804560999999998)"
node/5204276443,40.3554063,-3.6798902,"(40.355406299999999, -3.6798902)"
node/5204276444,40.3558427,-3.6802255,"(40.355842699999997, -3.6802255000000001)"
node/5204276445,40.3562239,-3.6803032,"(40.356223900000003, -3.6803032)"
node/5204276446,40.3565161,-3.6805326,"(40.3565161, -3.6805325999999998)"
node/5204276447,40.356837,-3.6805379,"(40.356836999999999, -3.6805379)"
node/5232798386,40.3554012,-3.6778423,"(40.355401200000003, -3.6778423)"
node/5232798387,40.3554441,-3.6778611,"(40.3554441, -3.6778610999999999)"
node/5232798388,40.3554461,-3.6780086,"(40.355446100000002, -3.6780086000000001)"
node/5232798389,40.3551089,-3.6781883,"(40.355108899999998, -3.6781883)"
node/5232798390,40.3550844,-3.6782447,"(40.355084400000003, -3.6782447)"
node/5232798391,40.3553603,-3.6783332,"(40.355360300000001, -3.6783332)"
node/5232798392,40.3553439,-3.6783949,"(40.355343900000001, -3.6783948999999998)"
node/5232798393,40.3552724,-3.6780918,"(40.355272399999997, -3.6780917999999998)"
node/5232798394,40.3552356,-3.6780596,"(40.3552356, -3.6780596000000001)"
node/5232798395,40.3553399,-3.6781481,"(40.355339899999997, -3.6781481)"
node/5232798396,40.3553726,-3.6781722,"(40.355372600000003, -3.6781722000000001)"
node/5232798541,40.3530036,-3.6741328,"(40.353003600000001, -3.6741328000000002)"
node/5232798542,40.3522391,-3.6748678,"(40.352239099999998, -3.6748677999999999)"
node/5232798543,40.3525661,-3.6745727,"(40.352566099999997, -3.6745727000000001)"
node/5232798544,40.352605,-3.6742401,"(40.352604999999997, -3.6742401)"
node/5232798853,40.3441063,-3.6663276,"(40.3441063, -3.6663275999999998)"
node/5232798854,40.3440379,-3.6660956,"(40.344037899999996, -3.6660955999999998)"
node/5232798855,40.343769,-3.6656651,"(40.343769000000002, -3.6656651)"
node/5232798856,40.342937,-3.6650415,"(40.342936999999999, -3.6650415000000001)"
node/5232798857,40.3429298,-3.6649409,"(40.3429298, -3.6649408999999999)"
node/5232798858,40.3429646,-3.6651032,"(40.342964600000002, -3.6651031999999999)"
node/5232798859,40.3430045,-3.6650442,"(40.343004499999999, -3.6650442000000001)"
node/5232798860,40.3435206,-3.6655203,"(40.343520599999998, -3.6655202999999998)"
node/5232798861,40.3433305,-3.6652815,"(40.3433305, -3.6652814999999999)"
node/5232798862,40.3426804,-3.6645694,"(40.342680399999999, -3.6645694)"
node/5232798863,40.3420906,-3.6640678,"(40.342090599999999, -3.6640678000000002)"
node/5232798873,40.3422961,-3.663463,"(40.342296099999999, -3.6634630000000001)"
node/5232798874,40.3421264,-3.6633624,"(40.342126399999998, -3.6633624)"
node/5232798875,40.3419639,-3.6632699,"(40.341963900000003, -3.6632699)"
node/5232798876,40.3417911,-3.6631814,"(40.341791100000002, -3.6631814)"
