id_OSM,lat_OSM,lon_OSM,coord_OSM,distance
3960256016,40.4823495,-3.7029088,"(40.482349499999998, -3.7029087999999999)",9268.609198146003
3961357669,40.47283,-3.6999824,"(40.472830000000002, -3.6999824000000001)",10170.889402376532
4123920554,40.4498134,-3.7270559,"(40.449813399999996, -3.7270558999999999)",10894.905237523473
4123920556,40.4498813,-3.7272181,"(40.449881300000001, -3.7272181)",10881.947739077967
4123920558,40.4499777,-3.7270879,"(40.449977699999998, -3.7270878999999999)",10877.394029203962
4123920560,40.4500098,-3.7268573,"(40.450009799999997, -3.7268572999999998)",10883.09906261477
4123920563,40.4500251,-3.7259485,"(40.450025099999998, -3.7259484999999999)",10916.875794485679
4123920565,40.4500282,-3.726472,"(40.450028199999998, -3.7264719999999998)",10896.188099028348
4123920566,40.4500309,-3.7260379,"(40.450030900000002, -3.7260379000000001)",10912.812729750873
4123920567,40.4500453,-3.7261495,"(40.450045299999999, -3.7261495)",10907.039082353078
4123920569,40.4500561,-3.7258425,"(40.450056099999998, -3.7258425000000002)",10917.962424580142
4123920571,40.4500647,-3.7263231,"(40.450064699999999, -3.7263231000000001)",10898.364869635194
4123920574,40.4500894,-3.7257633,"(40.450089400000003, -3.7257633000000001)",10917.780294153057
4123920575,40.4501176,-3.7267197,"(40.450117599999999, -3.7267196999999999)",10877.749450031282
4123920576,40.45014,-3.7263328,"(40.450139999999998, -3.7263327999999998)",10890.549117024866
4123920577,40.4501694,-3.7262388,"(40.4501694, -3.7262388)",10891.305968466975
4123920578,40.4502216,-3.7257878,"(40.450221599999999, -3.7257878)",10903.788047681066
4123920579,40.4502378,-3.7260916,"(40.450237799999996, -3.7260916000000002)",10890.29832651984
4123920581,40.4502556,-3.7259733,"(40.450255599999998, -3.7259733000000002)",10893.168306628399
4123920582,40.4502978,-3.726326,"(40.450297800000001, -3.7263259999999998)",10875.230134507965
4123920586,40.4504003,-3.7259129,"(40.450400299999998, -3.7259129)",10881.26815675071
4123920588,40.4504795,-3.7259621,"(40.4504795, -3.7259620999999998)",10871.53223245158
4123923989,40.4505089,-3.7261081,"(40.450508900000003, -3.7261080999999998)",10862.912208696522
4124377975,40.4496173,-3.7266667,"(40.4496173, -3.7266667)",10929.310412436182
4124377976,40.4496242,-3.7264024,"(40.449624200000002, -3.7264024)",10938.835619583133
4124377978,40.4496718,-3.7269179,"(40.449671799999997, -3.7269179000000001)",10914.24125821461
4124377979,40.4497079,-3.7258334,"(40.4497079, -3.7258334)",10952.672950193573
4124377983,40.4497355,-3.7255671,"(40.449735500000003, -3.7255671000000001)",10960.359433114465
4124379592,40.4498069,-3.7255681,"(40.449806899999999, -3.7255680999999998)",10953.280500878545
4124379594,40.4498307,-3.7258375,"(40.4498307, -3.7258374999999999)",10940.393685237754
4124379596,40.4498668,-3.7256075,"(40.449866800000002, -3.7256075000000002)",10945.83115274169
4124379599,40.4498767,-3.7259484,"(40.449876699999997, -3.7259484)",10931.524809546818
4124379605,40.4499451,-3.7257981,"(40.449945100000001, -3.7257981)",10930.647470020844
4124379618,40.4500548,-3.7256639,"(40.450054799999997, -3.7256638999999998)",10925.087993199446
4124379624,40.4501301,-3.7256075,"(40.450130100000003, -3.7256075000000002)",10919.881624308775
4124379631,40.4502099,-3.7256619,"(40.450209899999997, -3.7256619)",10909.882637019435
4124379643,40.4503686,-3.7257547,"(40.450368599999997, -3.7257547)",10890.60190261424
4124379649,40.450487,-3.7256377,"(40.450487000000003, -3.7256377000000001)",10883.544517296737
4124379659,40.4505346,-3.7258395,"(40.450534599999997, -3.7258395000000002)",10870.916614971326
4124379661,40.450553,-3.7256952,"(40.450552999999999, -3.7256952000000001)",10874.782092160998
4124379665,40.4505899,-3.7259575,"(40.450589899999997, -3.7259574999999998)",10860.832940242284
4124379669,40.4506122,-3.7257668,"(40.450612200000002, -3.7257668000000002)",10866.13407613726
4161785905,40.4426521,-3.7229862,"(40.442652099999997, -3.7229861999999998)",11761.136665111557
4304233905,40.4773936,-3.7221668,"(40.477393599999999, -3.7221668000000001)",8532.946254695395
4309925741,40.4705569,-3.7183028,"(40.470556899999998, -3.7183028)",9332.702888802663
4416327922,40.4714646,-3.7216527,"(40.471464599999997, -3.7216526999999999)",9081.433389628899
4456021893,40.4371485,-3.7210201,"(40.437148499999999, -3.7210201000000001)",12383.382433494797
4456027492,40.4360181,-3.7190607,"(40.436018099999998, -3.7190607)",12569.678525010668
4456027694,40.4372136,-3.7211733,"(40.4372136, -3.7211732999999998)",12371.17132000307
4456027695,40.4363654,-3.7197461,"(40.4363654, -3.7197461000000001)",12509.226751281047
4564015790,40.4351802,-3.7192425,"(40.435180199999998, -3.7192425)",12646.275103509328
4608256801,40.4701691,-3.7101935,"(40.4701691, -3.7101934999999999)",9798.57677438341
4619376479,40.4651024,-3.7072769,"(40.465102399999999, -3.7072769000000001)",10388.758452804072
4619376480,40.4651687,-3.7072183,"(40.4651687, -3.7072183000000001)",10386.235741940518
4619376481,40.4656033,-3.708011,"(40.465603299999998, -3.7080109999999999)",10306.24857936583
4619376482,40.4656538,-3.7078956,"(40.465653799999998, -3.7078956000000001)",10308.131346473981
4619376484,40.4661068,-3.7084074,"(40.466106799999999, -3.7084074)",10241.703721777978
4619376485,40.4661389,-3.7082316,"(40.466138899999997, -3.7082316)",10248.432880299122
4619376486,40.466548,-3.7082825,"(40.466548000000003, -3.7082825000000001)",10210.672359140039
4619376488,40.4668522,-3.7083609,"(40.466852199999998, -3.7083609000000002)",10180.436613295324
4619377189,40.4668797,-3.7085366,"(40.4668797, -3.7085366)",10168.563213662419
4619377190,40.4671242,-3.708223,"(40.467124200000001, -3.7082229999999998)",10164.735064992412
4619377192,40.4672062,-3.7084841,"(40.4672062, -3.7084841000000002)",10143.547603035442
4619377193,40.4674363,-3.7081653,"(40.467436300000003, -3.7081653000000001)",10141.326579496019
4619377194,40.4674703,-3.7083385,"(40.467470300000002, -3.7083385)",10128.986253066018
4619377196,40.4676821,-3.7080058,"(40.467682099999998, -3.7080058)",10129.181837532093
4619377197,40.4677771,-3.7082488,"(40.467777099999999, -3.7082487999999998)",10107.822752464266
4619377198,40.4679207,-3.7079761,"(40.467920700000001, -3.7079761000000002)",10110.595636054275
4619377200,40.4679489,-3.7081144,"(40.467948900000003, -3.7081143999999999)",10100.619911790733
4632741931,40.4643634,-3.7055831,"(40.464363400000003, -3.7055831000000001)",10543.58020240616
4632741932,40.4643618,-3.7055086,"(40.464361799999999, -3.7055085999999999)",10547.76011977173
4632741935,40.4647085,-3.705757,"(40.4647085, -3.7057570000000002)",10504.697790594988
4632741936,40.4646703,-3.7056341,"(40.464670300000002, -3.7056341000000002)",10514.634639707467
4632741937,40.4649866,-3.7065097,"(40.464986600000003, -3.7065096999999998)",10440.123925218068
4632741939,40.4650193,-3.7060104,"(40.465019300000002, -3.7060103999999998)",10464.429887316885
4632741940,40.4650425,-3.7065122,"(40.465042500000003, -3.7065122000000001)",10435.212041378176
4635304584,40.4628193,-3.7027397,"(40.4628193, -3.7027397)",10829.910567921681
4635304585,40.4631306,-3.7030671,"(40.4631306, -3.7030671000000002)",10785.583026526607
4635304586,40.4631965,-3.7034511,"(40.463196500000002, -3.7034511000000001)",10759.000706518436
4635304588,40.4634089,-3.7038467,"(40.463408899999997, -3.7038467000000002)",10719.35818534741
4635305090,40.4635937,-3.7042219,"(40.463593699999997, -3.7042218999999998)",10683.18632044871
4635305091,40.4637981,-3.7044324,"(40.463798099999998, -3.7044324)",10654.321593289385
4635305092,40.4637541,-3.7046782,"(40.463754100000003, -3.7046782)",10644.695800684392
4635305097,40.4639189,-3.7048314,"(40.463918900000003, -3.7048314000000002)",10622.319873032651
4635305100,40.4639871,-3.7050855,"(40.463987099999997, -3.7050855)",10602.69922225232
4635305104,40.4641956,-3.7057211,"(40.464195599999996, -3.7057210999999999)",10550.435387916606
4635336620,40.463299,-3.7033086,"(40.463298999999999, -3.7033086000000002)",10758.08147030473
4737191245,40.4663708,-3.714204,"(40.4663708, -3.7142040000000001)",9913.226291057255
4891497957,40.4426307,-3.7240708,"(40.442630700000002, -3.7240707999999998)",11722.266095860867
4891497963,40.4434552,-3.7228136,"(40.443455200000002, -3.7228135999999998)",11688.046088507972
4891499256,40.4433202,-3.7260019,"(40.443320200000002, -3.7260019)",11581.5907445491
4891499257,40.4433512,-3.7258068,"(40.443351200000002, -3.7258068)",11585.676043905416
4891503436,40.444162,-3.7228073,"(40.444161999999999, -3.7228072999999999)",11618.2902410168
4891503448,40.445086,-3.7230761,"(40.445086000000003, -3.7230761000000001)",11516.49674225536
4891503449,40.4452088,-3.7229991,"(40.445208800000003, -3.7229991)",11507.354862862609
4891506546,40.4433753,-3.7255596,"(40.4433753, -3.7255596)",11592.403485505385
4891506551,40.442886,-3.7250343,"(40.442886000000001, -3.7250342999999999)",11660.806961577382
4891515421,40.4426676,-3.723566,"(40.4426676, -3.7235659999999999)",11737.602905537538
4891527237,40.4473756,-3.7247341,"(40.447375600000001, -3.7247341)",11225.833743290685
4891527238,40.4478033,-3.7245355,"(40.447803299999997, -3.7245355)",11191.304976975474
4891527343,40.4478728,-3.7248224,"(40.447872799999999, -3.7248223999999999)",11173.266093525504
4891527344,40.44826,-3.7248157,"(40.448259999999998, -3.7248157000000002)",11135.294285039186
4891527345,40.4483029,-3.7248937,"(40.448302900000002, -3.7248937)",11128.01649053845
4891527539,40.4455269,-3.7242324,"(40.445526899999997, -3.7242324)",11428.211515018307
4958679525,40.3503347,-3.7050937,"(40.350334699999998, -3.7050936999999999)",21859.142152115648
4985673602,40.4767141,-3.6186299,"(40.476714100000002, -3.6186299000000002)",15632.320800059108
5035310703,40.4036053,-3.7082949,"(40.403605300000002, -3.7082948999999998)",16221.5492212135
